iso	name	year	carbon	electricity	non_renewables	percent_generation_non_renewables	renewables	percent_generation_renewables	geo_biomass	percent_generation_biomass	solar_potential	percentage_solar_potential	percentage_solar_potential_vs_total	solar_capacity	solar_generation	percent_generation_solar	wind_potential	percentage_wind_potential	percentage_wind_potential_vs_total	wind_capacity	wind_generation	percent_generation_wind	percentage_total_potential_vs_total
FI	Finland	2004	70	86.3	75.81	0.8784473	10.49	0.1215527	10.37	0.1201622248	0.049612	0.00	0.00	4	0	0	7.582648423	0.01	0.09	0.1	0.1	0.001158748552	0.09
FI	Finland	2005	59.4	70.8	61.15	0.8637006	9.65	0.1362994	9.48	0.1338983051	0.050992	0.00	0.00	4	0	0	8.375958743	0.02	0.12	0.2	0.2	0.002824858757	0.12
FI	Finland	2006	69.6	82.7	71.79	0.8680774	10.91	0.1319226	10.76	0.1301088271	0.051875	0.00	0.00	5	0	0	7.601143665	0.03	0.09	0.2	0.2	0.002418379686	0.09
FI	Finland	2007	67.5	81.7	71.58	0.8761322	10.12	0.1238678	9.93	0.1215422277	0.048969	0.00	0.00	5	0	0	8.076636536	0.02	0.10	0.2	0.2	0.002447980416	0.10
FI	Finland	2008	60	77.8	67.14	0.8629820	10.66	0.1370180	10.39	0.1335475578	0.046157	0.00	0.00	6	0	0	8.162115338	0.04	0.10	0.3	0.3	0.003856041131	0.11
FI	Finland	2009	57.4	72.5	63.48	0.8755862	9.02	0.1244138	8.74	0.1205517241	0.049591	0.00	0.00	6	0	0	7.189901505	0.04	0.10	0.3	0.3	0.004137931034	0.10
FI	Finland	2010	65.5	81.1	69.82	0.8609125	11.28	0.1390875	10.98	0.1353884094	0.049871	0.00	0.00	7	0	0	7.033308643	0.04	0.09	0.3	0.3	0.003699136868	0.09
FI	Finland	2011	57.6	73.7	62.03	0.8416554	11.67	0.1583446	11.18	0.1516960651	0.005112	1.00	0.00	7	0.01	0.0001356852103	8.256183878	0.06	0.11	0.5	0.5	0.006784260516	0.11
FI	Finland	2012	51.5	70.5	58.9	0.8354610	11.6	0.1645390	11.1	0.1574468085	0.046712	0.21	0.00	8	0.01	0.0001418439716	8.085523123	0.06	0.11	0.5	0.5	0.007092198582	0.12
FI	Finland	2013	52.9	71.4	58.68	0.8218487	12.72	0.1781513	11.94	0.1672268908	0.049809	0.20	0.00	9	0.01	0.0001400560224	7.777374295	0.10	0.11	0.8	0.8	0.01120448179	0.11
FI	Finland	2014	48.5	68.2	55.38	0.8120235	12.82	0.1879765	11.71	0.1717008798	0.049565	0.20	0.00	11	0.01	0.000146627566	7.424856759	0.15	0.11	1.1	1.1	0.01612903226	0.11
FI	Finland	2015	44.7	68.8	55.14	0.8014535	13.66	0.1985465	11.32	0.1645348837	0.049021	0.20	0.00	15	0.01	0.0001453488372	8.633909604	0.27	0.13	2.3	2.3	0.03343023256	0.13
FR	France	1986	370.2	362.2	360.54	0.9954169	1.66	0.0045831	1.66	0.004583103258	1.646636	0.00	0.00	#N/A	0	0	480.3151772	0.00	1.00	0	0	0	1.00
FR	France	1987	362.6	377.9	376.15	0.9953691	1.75	0.0046309	1.75	0.004630854723	0.157569	0.00	0.00	#N/A	0	0	432.2074766	0.00	1.00	0	0	0	1.00
FR	France	1988	358.4	391.6	389.83	0.9954801	1.77	0.0045199	1.77	0.004519918284	1.611105	0.00	0.00	#N/A	0	0	490.2112359	0.00	1.00	0	0	0	1.00
FR	France	1989	370.3	406.1	404.26	0.9954691	1.84	0.0045309	1.84	0.004530903718	1.768019	0.00	0.00	#N/A	0	0	428.3238529	0.00	1.00	0	0	0	1.00
FR	France	1990	369.7	420.8	418.89	0.9954610	1.91	0.0045390	1.91	0.004538973384	1.768019	0.00	0.00	#N/A	0	0	454.2744766	0.00	1.00	0	0	0	1.00
FR	France	1991	392	455.6	453.5	0.9953907	2.1	0.0046093	2.1	0.004609306409	1.708559	0.00	0.00	#N/A	0	0	442.4436475	0.00	0.97	0	0	0	0.97
FR	France	1992	381.2	463.6	461.46	0.9953840	2.14	0.0046160	2.13	0.004594477998	1.649924	0.00	0.00	#N/A	0	0	454.0926368	0.00	0.98	0	0	0	0.98
FR	France	1993	364.3	472.7	470.72	0.9958113	1.98	0.0041887	1.97	0.004167548128	0.161046	0.00	0.00	#N/A	0	0	471.6008565	0.00	1.00	0	0	0	1.00
FR	France	1994	350.3	476.9	474.74	0.9954707	2.16	0.0045293	2.16	0.004529251415	1.574043	0.00	0.00	#N/A	0	0	473.1687307	0.00	0.99	0	0	0	1.00
FR	France	1995	356.1	494.3	491.96	0.9952660	2.34	0.0047340	2.33	0.004713736597	1.662097	0.00	0.00	#N/A	0	0	487.5508333	0.00	0.99	0	0	0	0.99
FR	France	1996	373.3	513.4	510.97	0.9952668	2.43	0.0047332	2.42	0.004713673549	1.638156	0.00	0.00	4	0	0	461.7151813	0.00	0.90	0.01	0.01	0.00001947798987	0.90
FR	France	1997	362.2	504.8	502.11	0.9946712	2.69	0.0053288	2.68	0.005309033281	1.778963	0.00	0.00	6	0	0	441.5621497	0.00	0.87	0.01	0.01	0.00001980982567	0.88
FR	France	1998	385	511.3	508.62	0.9947585	2.68	0.0052415	2.65	0.005182867201	1.671366	0.00	0.00	8	0	0	504.7013386	0.00	0.99	0.02	0.02	0.00003911597888	0.99
FR	France	1999	384.6	525.8	522.91	0.9945036	2.89	0.0054964	2.85	0.005420311906	1.643908	0.00	0.00	9	0	0	509.7676246	0.00	0.97	0.04	0.04	0.00007607455306	0.97
FR	France	2000	381.9	540	536.96	0.9943704	3.04	0.0056296	2.99	0.005537037037	1.631141	0.01	0.00	7	0.01	0.00001851851852	490.6656929	0.00	0.91	0.05	0.05	0.00009259259259	0.91
FR	France	2001	383.5	549.5	546.03	0.9936852	3.47	0.0063148	3.33	0.006060054595	1.641052	0.01	0.00	7	0.01	0.00001819836215	483.1193085	0.00	0.88	0.1	0.1	0.0001819836215	0.88
FR	France	2002	380.2	559.1	555.29	0.9931855	3.81	0.0068145	3.54	0.006331604364	1.628768	0.01	0.00	8	0.01	0.00001788588803	491.9733863	0.00	0.88	0.3	0.3	0.000536576641	0.88
FR	France	2003	387.1	566.8	562.69	0.9927488	4.11	0.0072512	3.72	0.006563161609	1.801737	0.01	0.00	9	0.01	0.00001764290755	431.6697509	0.00	0.76	0.4	0.4	0.000705716302	0.76
FR	France	2004	389.1	574.1	569.71	0.9923532	4.39	0.0076468	3.78	0.006584218777	1.670962	0.01	0.00	11	0.01	0.00001741856819	457.6934507	0.00	0.80	0.6	0.6	0.001045114092	0.80
FR	France	2005	390	576.1	571.26	0.9915987	4.84	0.0084013	3.87	0.006717583753	1.681413	0.01	0.00	13	0.01	0.00001735809755	441.5232452	0.00	0.77	1	1	0.001735809755	0.77
FR	France	2006	380.3	574.9	568.87	0.9895112	6.03	0.0104888	3.84	0.006679422508	1.642377	0.01	0.00	15	0.01	0.00001739432945	456.3189582	0.00	0.79	2.2	2.2	0.003826752479	0.80
FR	France	2007	371.2	569.8	561.5	0.9854335	8.3	0.0145665	4.22	0.007406107406	1.671884	0.01	0.00	26	0.02	0.0000351000351	484.6734602	0.01	0.85	4.1	4.1	0.007195507196	0.85
FR	France	2008	371.1	573.8	563.63	0.9822761	10.17	0.0177239	4.44	0.007737887766	0.159703	0.25	0.00	80	0.04	0.00006971070059	462.315161	0.01	0.81	5.7	5.7	0.009933774834	0.81
FR	France	2009	356.3	535.9	523.24	0.9763762	12.66	0.0236238	4.58	0.008546370592	1.706913	0.10	0.00	277	0.17	0.0003172233626	451.0867166	0.02	0.84	7.9	7.9	0.01474155626	0.84
FR	France	2010	361.5	569.3	553.82	0.9728087	15.48	0.0271913	4.92	0.008642192166	1.655663	0.37	0.00	1044	0.62	0.001089056736	446.5425201	0.02	0.78	9.9	9.9	0.01738977692	0.79
FR	France	2011	334.9	565	545.39	0.9652920	19.61	0.0347080	5.48	0.009699115044	1.762511	1.00	0.00	3004	2.08	0.003681415929	413.4570733	0.03	0.73	12.1	12.1	0.0214159292	0.73
FR	France	2012	336.3	564.5	540.18	0.9569176	24.32	0.0430824	5.39	0.009548272808	1.666364	1.00	0.00	4359	4.02	0.007121346324	466.1779806	0.03	0.83	14.9	14.9	0.02639503986	0.83
FR	France	2013	336	573.8	547.64	0.9544092	26.16	0.0455908	5.39	0.009393516905	1.528899	1.00	0.00	5277	4.74	0.00826071802	453.6104739	0.04	0.79	16	16	0.02788428024	0.79
FR	France	2014	302.3	564.2	535.22	0.9486352	28.98	0.0513648	5.82	0.01031549096	1.679722	1.00	0.00	6034	5.91	0.01047500886	441.7367501	0.04	0.78	17.2	17.2	0.03048564339	0.79
FR	France	2015	310.5	570.3	535.34	0.9386989	34.96	0.0613011	6.45	0.01130983693	1.742765	1.00	0.00	7138	7.26	0.01273014203	461.7658947	0.05	0.81	21.2	21.2	0.0371734175	0.81
DE	Germany	1986	1032.4	523.6	522	0.9969442	1.6	0.0030558	1.6	0.003055767762	1.567043	0.00	0.00	#N/A	0	0	2924.386944	0.00	1.00	0	0	0	1.00
DE	Germany	1987	1025.9	532.4	530.95	0.9972765	1.45	0.0027235	1.45	0.002723516153	1.444464	0.00	0.00	#N/A	0	0	2552.197527	0.00	1.00	0	0	0	1.00
DE	Germany	1988	1010.4	549.5	547.85	0.9969973	1.65	0.0030027	1.64	0.002984531392	1.475744	0.00	0.00	#N/A	0	0	3100.384698	0.00	1.00	0.01	0.01	0.00001819836215	1.00
DE	Germany	1989	998.8	559.9	558.12	0.9968209	1.78	0.0031791	1.75	0.003125558135	1.602979	0.00	0.00	#N/A	0	0	2544.623277	0.00	1.00	0.03	0.03	0.00005358099661	1.00
DE	Germany	1990	1003.1	549.9	548.39	0.9972540	1.51	0.0027460	1.44	0.002618657938	1.595907	0.00	0.00	#N/A	0	0	3063.759747	0.00	1.00	0.1	0.1	0.0001818512457	1.00
DE	Germany	1991	965.1	540.2	538.63	0.9970937	1.57	0.0029063	1.47	0.002721214365	1.637726	0.00	0.00	#N/A	0	0	2535.464772	0.00	1.00	0.1	0.1	0.0001851166235	1.00
DE	Germany	1992	919.2	538.2	536.36	0.9965812	1.84	0.0034188	1.56	0.002898550725	1.605774	0.00	0.00	#N/A	0	0	2880.280087	0.00	1.00	0.3	0.3	0.0005574136009	1.00
DE	Germany	1993	911.6	527.1	524.86	0.9957503	2.24	0.0042497	1.64	0.003111364068	1.525752	0.00	0.00	#N/A	0	0	2914.768162	0.00	1.00	0.6	0.6	0.001138303927	1.00
DE	Germany	1994	892.3	528.5	525.71	0.9947209	2.79	0.0052791	1.88	0.003557237465	1.549314	0.01	0.00	#N/A	0.01	0.00001892147588	3110.133212	0.00	1.00	0.9	0.9	0.001702932829	1.00
DE	Germany	1995	884.4	536.8	533.28	0.9934426	3.52	0.0065574	2.01	0.003744411326	1.510947	0.01	0.00	#N/A	0.01	0.00001862891207	2970.848895	0.00	1.00	1.5	1.5	0.002794336811	1.00
DE	Germany	1996	910.6	552.7	548.56	0.9925095	4.14	0.0074905	2.1	0.003799529582	1.474015	0.01	0.00	28	0.01	0.00001809299801	2331.012993	0.00	1.00	2	2	0.003618599602	1.00
DE	Germany	1997	883.3	552.3	547.04	0.9904762	5.26	0.0095238	2.27	0.004110085099	1.617644	0.01	0.00	42	0.02	0.00003621220351	2557.661029	0.00	1.00	3	3	0.005431830527	1.00
DE	Germany	1998	874.2	557.2	549.42	0.9860373	7.78	0.0139627	3.26	0.005850681981	1.617644	0.02	0.00	54	0.04	0.00007178750897	3136.297166	0.00	1.00	4.5	4.5	0.00807609476	1.00
DE	Germany	1999	851.8	556.3	547.16	0.9835700	9.14	0.0164300	3.59	0.006453352508	1.560927	0.02	0.00	70	0.03	0.00005392773683	2911.023996	0.00	1.00	5.5	5.5	0.009886751753	1.00
DE	Germany	2000	849.5	576.6	562.3	0.9751994	14.3	0.0248006	4.73	0.008203260493	1.522169	0.04	0.00	114	0.06	0.0001040582726	2904.859463	0.00	1.00	9.5	9.5	0.01647589317	1.00
DE	Germany	2001	866	586.4	570.6	0.9730559	15.8	0.0269441	5.21	0.008884720327	1.491745	0.05	0.00	195	0.08	0.000136425648	2647.089673	0.00	1.00	10.5	10.5	0.0179058663	1.00
DE	Germany	2002	852.6	586.7	564.7	0.9625021	22	0.0374979	6.05	0.0103119141	1.510055	0.11	0.00	260	0.16	0.0002727117777	2841.497255	0.01	1.00	15.8	15.8	0.02693028805	1.00
DE	Germany	2003	857.9	608.8	580.93	0.9542214	27.87	0.0457786	8.84	0.01452036794	1.772738	0.17	0.00	435	0.31	0.0005091984231	2329.665886	0.01	1.00	18.7	18.7	0.03071616294	1.00
DE	Germany	2004	843.7	617.5	580.96	0.9408259	36.54	0.0591741	10.47	0.01695546559	1.772738	0.32	0.00	1105	0.56	0.0009068825911	2697.567878	0.01	1.00	25.5	25.5	0.04129554656	1.00
DE	Germany	2005	822.2	622.6	579.73	0.9311436	42.87	0.0688564	14.35	0.02304850626	1.562716	0.82	0.00	2056	1.28	0.002055894635	2432.731764	0.01	1.00	27.2	27.2	0.043687761	1.00
DE	Germany	2006	840.1	639.6	587.97	0.9192777	51.63	0.0807223	18.7	0.02923702314	1.555223	1.00	0.00	2899	2.22	0.003470919325	2648.255932	0.01	1.00	30.7	30.7	0.04799874922	1.00
DE	Germany	2007	807.2	640.6	573.45	0.8951764	67.15	0.1048236	24.36	0.03802684983	1.574781	1.00	0.00	4170	3.08	0.004807992507	3072.142775	0.01	1.00	39.7	39.7	0.06197315017	1.00
DE	Germany	2008	806.5	640.7	567.9	0.8863743	72.8	0.1136257	27.81	0.04340565007	1.514039	1.00	0.00	6120	4.42	0.006898704542	2815.230526	0.01	1.00	40.6	40.6	0.06336819104	1.00
DE	Germany	2009	751	595.6	519.46	0.8721625	76.14	0.1278375	30.9	0.05188045668	1.544891	1.00	0.00	10567	6.58	0.01104768301	2507.670366	0.02	1.00	38.6	38.6	0.06480859637	1.00
DE	Germany	2010	780.6	633.1	548.87	0.8669562	84.23	0.1330438	33.95	0.05362501974	1.513727	1.00	0.00	18007	11.73	0.01852787869	2333.728614	0.02	1.00	38.5	38.5	0.06081187806	1.00
DE	Germany	2011	761	613.1	506.73	0.8265046	106.37	0.1734954	36.91	0.06020225086	1.702623	1.00	0.00	25917	19.6	0.03196868374	2649.26508	0.02	1.00	49.9	49.9	0.08138965911	1.00
DE	Germany	2012	770.3	630.1	508.81	0.8075067	121.29	0.1924933	43.23	0.06860815744	1.564544	1.00	0.00	34077	26.38	0.04186637042	2642.830466	0.02	1.00	51.7	51.7	0.08205046818	1.00
DE	Germany	2013	794.6	638.7	509.36	0.7974949	129.34	0.2025051	45.59	0.07137936433	1.389353	1.00	0.00	36711	31.01	0.04855174573	2410.863989	0.02	1.00	52.7	52.7	0.08251135118	1.00
DE	Germany	2014	748.4	627.8	484.86	0.7723160	142.94	0.2276840	48.39	0.07707868748	1.567477	1.00	0.00	37900	36.06	0.05743867474	2388.116253	0.02	1.00	58.5	58.5	0.09318254221	1.00
DE	Germany	2015	751.9	648.1	478.29	0.7379880	169.81	0.2620120	50.46	0.07785835519	1.620264	1.00	0.00	39245	38.73	0.0597592964	2738.64472	0.03	1.00	80.6	80.6	0.1243635241	1.00
GR	Greece	1986	60.1	28.2	28.2	1.0000000	0	0.0000000	0	0	4.953926	0.00	0.18	#N/A	0	0	44.32787667	0.00	1.00	0	0	0	1.00
GR	Greece	1987	67	30.3	30.3	1.0000000	0	0.0000000	0	0	4.810778	0.00	0.16	#N/A	0	0	46.85548386	0.00	1.00	0	0	0	1.00
GR	Greece	1988	71.6	33.4	33.4	1.0000000	0	0.0000000	0	0	4.892281	0.00	0.15	#N/A	0	0	44.03146667	0.00	1.00	0	0	0	1.00
GR	Greece	1989	78.4	34.5	34.5	1.0000000	0	0.0000000	0	0	0.515665	0.00	0.01	#N/A	0	0	43.54423272	0.00	1.00	0	0	0	1.00
GR	Greece	1990	82.6	35	35	1.0000000	0	0.0000000	0	0	5.131837	0.00	0.15	#N/A	0	0	42.97476014	0.00	1.00	0	0	0	1.00
GR	Greece	1991	82.1	35.8	35.8	1.0000000	0	0.0000000	0	0	4.808202	0.00	0.13	#N/A	0	0	44.73681667	0.00	1.00	0	0	0	1.00
GR	Greece	1992	84.6	37.4	37.39	0.9997326	0.01	0.0002674	0	0	5.088512	0.00	0.14	#N/A	0	0	47.60405617	0.00	1.00	0.01	0.01	0.0002673796791	1.00
GR	Greece	1993	86	38.4	38.35	0.9986979	0.05	0.0013021	0	0	5.155514	0.00	0.13	#N/A	0	0	45.98204837	0.00	1.00	0.05	0.05	0.001302083333	1.00
GR	Greece	1994	87.4	40.6	40.56	0.9990148	0.04	0.0009852	0	0	5.005445	0.00	0.12	#N/A	0	0	45.8038172	0.00	1.00	0.04	0.04	0.0009852216749	1.00
GR	Greece	1995	89.5	41.6	41.56	0.9990385	0.04	0.0009615	0	0	4.907305	0.00	0.12	#N/A	0	0	43.12052183	0.00	1.00	0.03	0.03	0.0007211538462	1.00
GR	Greece	1996	90.8	42.6	42.56	0.9990610	0.04	0.0009390	0	0	0.459805	0.00	0.01	0	0	0	45.41863858	0.00	1.00	0.04	0.04	0.0009389671362	1.00
GR	Greece	1997	94.2	43.5	43.46	0.9990805	0.04	0.0009195	0	0	4.977487	0.00	0.11	0	0	0	46.18562415	0.00	1.00	0.04	0.04	0.0009195402299	1.00
GR	Greece	1998	99.6	46.3	46.23	0.9984881	0.07	0.0015119	0	0	4.975004	0.00	0.11	0	0	0	45.81128655	0.00	0.99	0.1	0.1	0.002159827214	1.00
GR	Greece	1999	98	49.6	49.44	0.9967742	0.16	0.0032258	0	0	4.950452	0.00	0.10	0	0	0	41.57780405	0.00	0.84	0.2	0.2	0.004032258065	0.94
GR	Greece	2000	103.6	53.8	53.35	0.9916357	0.45	0.0083643	0	0	5.180945	0.00	0.10	0	0	0	43.85233967	0.01	0.82	0.5	0.5	0.009293680297	0.91
GR	Greece	2001	105.8	53.7	52.86	0.9843575	0.84	0.0156425	0.08	0.001489757914	4.961443	0.00	0.09	1	0	0	50.12762146	0.02	0.93	0.8	0.8	0.01489757914	1.00
GR	Greece	2002	105.1	54.6	53.82	0.9857143	0.78	0.0142857	0.13	0.002380952381	4.843261	0.00	0.09	1	0	0	37.82953005	0.02	0.69	0.7	0.7	0.01282051282	0.78
GR	Greece	2003	108.4	58.5	57.37	0.9806838	1.13	0.0193162	0.11	0.00188034188	4.816172	0.00	0.08	1	0	0	48.29137956	0.02	0.83	1	1	0.01709401709	0.91
GR	Greece	2004	108.6	59.3	58.05	0.9789207	1.25	0.0210793	0.12	0.002023608769	4.900852	0.00	0.08	1	0	0	46.41613669	0.02	0.78	1.1	1.1	0.01854974705	0.87
GR	Greece	2005	109.1	60	58.61	0.9768333	1.39	0.0231667	0.12	0.002	4.904674	0.00	0.08	1	0	0	43.41232005	0.03	0.72	1.3	1.3	0.02166666667	0.81
GR	Greece	2006	110.1	60.8	58.99	0.9702303	1.81	0.0297697	0.11	0.001809210526	4.864689	0.00	0.08	5	0	0	42.60520517	0.04	0.70	1.7	1.7	0.02796052632	0.78
GR	Greece	2007	114.6	63.5	61.5	0.9685039	2	0.0314961	0.18	0.002834645669	5.041606	0.00	0.08	9	0	0	42.27746228	0.04	0.67	1.8	1.8	0.02834645669	0.75
GR	Greece	2008	108.9	63.7	61.26	0.9616954	2.44	0.0383046	0.19	0.002982731554	4.972021	0.00	0.08	12	0.01	0.0001569858713	43.33998429	0.05	0.68	2.2	2.2	0.03453689168	0.76
GR	Greece	2009	104.2	61.4	58.59	0.9542345	2.81	0.0457655	0.22	0.003583061889	4.797265	0.01	0.08	46	0.05	0.0008143322476	43.04918273	0.06	0.70	2.5	2.5	0.04071661238	0.78
GR	Greece	2010	96	57.4	54.34	0.9466899	3.06	0.0533101	0.19	0.00331010453	4.784009	0.03	0.08	202	0.16	0.002787456446	44.10851356	0.06	0.77	2.7	2.7	0.04703832753	0.85
GR	Greece	2011	95.4	59.4	55.27	0.9304714	4.13	0.0695286	0.21	0.003535353535	0.503233	1.00	0.01	612	0.61	0.01026936027	45.15753756	0.07	0.76	3.3	3.3	0.05555555556	0.77
GR	Greece	2012	89.8	61	55.25	0.9057377	5.75	0.0942623	0.2	0.003278688525	5.009042	0.34	0.08	1536	1.69	0.02770491803	47.86484066	0.08	0.78	3.9	3.9	0.06393442623	0.87
GR	Greece	2013	81.3	57.2	49.2	0.8601399	8	0.1398601	0.22	0.003846153846	4.932518	0.74	0.09	2579	3.65	0.06381118881	45.63155648	0.09	0.80	4.1	4.1	0.07167832168	0.88
GR	Greece	2014	77.7	50.5	42.8	0.8475248	7.7	0.1524752	0.22	0.004356435644	4.776726	0.79	0.09	2596	3.79	0.07504950495	34.43014534	0.11	0.68	3.7	3.7	0.07326732673	0.78
GR	Greece	2015	75.1	51.9	43.15	0.8314066	8.75	0.1685934	0.23	0.004431599229	5.002655	0.78	0.10	2604	3.9	0.07514450867	41.327302	0.11	0.80	4.6	4.6	0.08863198459	0.89
HU	Hungary	1986	78.7	28	28	1.0000000	0	0.0000000	0	0	0.260768	0.00	0.01	#N/A	0	0	7.207468769	0.00	0.26	0	0	0	0.27
HU	Hungary	1987	80.1	29.7	29.7	1.0000000	0	0.0000000	0	0	0.241751	0.00	0.01	#N/A	0	0	7.706430392	0.00	0.26	0	0	0	0.27
HU	Hungary	1988	75.8	29.2	29.2	1.0000000	0	0.0000000	0	0	0.253006	0.00	0.01	#N/A	0	0	7.788474819	0.00	0.27	0	0	0	0.28
HU	Hungary	1989	72.2	29.6	29.6	1.0000000	0	0.0000000	0	0	0.252173	0.00	0.01	#N/A	0	0	6.428495145	0.00	0.22	0	0	0	0.23
HU	Hungary	1990	72.5	28.4	28.38	0.9992958	0.02	0.0007042	0.02	0.0007042253521	0.260378	0.00	0.01	#N/A	0	0	6.864593961	0.00	0.24	0	0	0	0.25
HU	Hungary	1991	67.3	30	29.98	0.9993333	0.02	0.0006667	0.02	0.0006666666667	0.251553	0.00	0.01	#N/A	0	0	6.665889572	0.00	0.22	0	0	0	0.23
HU	Hungary	1992	62.4	31.7	31.65	0.9984227	0.05	0.0015773	0.05	0.001577287066	0.271813	0.00	0.01	#N/A	0	0	7.844871163	0.00	0.25	0	0	0	0.26
HU	Hungary	1993	59.6	32.9	32.86	0.9987842	0.04	0.0012158	0.04	0.001215805471	0.250145	0.00	0.01	#N/A	0	0	8.239634109	0.00	0.25	0	0	0	0.26
HU	Hungary	1994	59.5	33.5	33.45	0.9985075	0.05	0.0014925	0.05	0.001492537313	0.255097	0.00	0.01	#N/A	0	0	7.920015575	0.00	0.24	0	0	0	0.24
HU	Hungary	1995	58.7	34	33.94	0.9982353	0.06	0.0017647	0.06	0.001764705882	0.242907	0.00	0.01	#N/A	0	0	7.62205591	0.00	0.22	0	0	0	0.23
HU	Hungary	1996	59.5	35.1	35.05	0.9985755	0.05	0.0014245	0.05	0.001424501425	0.232247	0.00	0.01	0	0	0	7.411317652	0.00	0.21	0	0	0	0.22
HU	Hungary	1997	57.6	35.4	35.35	0.9985876	0.05	0.0014124	0.05	0.001412429379	0.260603	0.00	0.01	0	0	0	7.875011656	0.00	0.22	0	0	0	0.23
HU	Hungary	1998	58	37.2	37.14	0.9983871	0.06	0.0016129	0.06	0.001612903226	0.251222	0.00	0.01	0	0	0	8.108318909	0.00	0.22	0	0	0	0.22
HU	Hungary	1999	59.2	37.8	37.73	0.9981481	0.07	0.0018519	0.07	0.001851851852	0.240584	0.00	0.01	0	0	0	7.67007595	0.00	0.20	0	0	0	0.21
HU	Hungary	2000	55.5	35.2	35.13	0.9980114	0.07	0.0019886	0.07	0.001988636364	0.270414	0.00	0.01	0	0	0	7.952631327	0.00	0.23	0	0	0	0.23
HU	Hungary	2001	57.3	36.4	36.33	0.9980769	0.07	0.0019231	0.07	0.001923076923	0.249364	0.00	0.01	0	0	0	7.954109076	0.00	0.22	0	0	0	0.23
HU	Hungary	2002	56	36.2	36.16	0.9988950	0.04	0.0011050	0.04	0.001104972376	0.248387	0.00	0.01	0	0	0	7.870582989	0.00	0.22	0	0	0	0.22
HU	Hungary	2003	58.5	34.1	33.93	0.9950147	0.17	0.0049853	0.16	0.004692082111	0.269134	0.00	0.01	0	0	0	7.078546386	0.00	0.21	0	0	0	0.22
HU	Hungary	2004	57.2	33.7	32.97	0.9783383	0.73	0.0216617	0.73	0.02166172107	0.241657	0.00	0.01	0	0	0	7.602613576	0.00	0.23	0.01	0.01	0.000296735905	0.23
HU	Hungary	2005	57.4	35.8	34.13	0.9533520	1.67	0.0466480	1.66	0.04636871508	0.024573	0.00	0.00	0	0	0	7.04275434	0.00	0.20	0.01	0.01	0.0002793296089	0.20
HU	Hungary	2006	57.2	35.9	34.59	0.9635097	1.31	0.0364903	1.26	0.03509749304	0.242858	0.00	0.01	0	0	0	6.406119649	0.01	0.18	0.04	0.04	0.001114206128	0.19
HU	Hungary	2007	55.6	40	38.33	0.9582500	1.67	0.0417500	1.56	0.039	0.262433	0.00	0.01	0	0	0	7.481804093	0.01	0.19	0.1	0.1	0.0025	0.19
HU	Hungary	2008	54.4	40	37.86	0.9465000	2.14	0.0535000	1.94	0.0485	0.253716	0.00	0.01	1	0	0	7.653123113	0.03	0.19	0.2	0.2	0.005	0.20
HU	Hungary	2009	48.2	35.9	33.23	0.9256267	2.67	0.0743733	2.34	0.0651810585	0.249885	0.00	0.01	1	0	0	7.066479058	0.04	0.20	0.3	0.3	0.008356545961	0.20
HU	Hungary	2010	48.8	37.4	34.57	0.9243316	2.83	0.0756684	2.3	0.0614973262	0.232297	0.00	0.01	2	0	0	7.3533598	0.07	0.20	0.5	0.5	0.01336898396	0.20
HU	Hungary	2011	50.3	36	33.51	0.9308333	2.49	0.0691667	1.86	0.05166666667	0.270456	0.00	0.01	4	0	0	6.479373271	0.09	0.18	0.6	0.6	0.01666666667	0.19
HU	Hungary	2012	45.9	34.6	32.17	0.9297688	2.43	0.0702312	1.66	0.04797687861	0.267656	0.04	0.01	12	0.01	0.000289017341	7.651561687	0.10	0.22	0.8	0.8	0.02312138728	0.23
HU	Hungary	2013	43.3	30.3	27.73	0.9151815	2.57	0.0848185	1.83	0.0603960396	0.023494	1.00	0.00	35	0.03	0.0009900990099	7.107139087	0.10	0.23	0.7	0.7	0.02310231023	0.24
HU	Hungary	2014	42.3	29.4	26.55	0.9030612	2.85	0.0969388	2.13	0.07244897959	0.239748	0.29	0.01	89	0.07	0.002380952381	6.45548011	0.11	0.22	0.7	0.7	0.02380952381	0.23
HU	Hungary	2015	45.1	30.4	27.4	0.9013158	3	0.0986842	2.16	0.07105263158	0.254694	0.55	0.01	172	0.14	0.004605263158	6.710142198	0.10	0.22	0.7	0.7	0.02302631579	0.23
IE	Ireland	1986	28.6	12.7	12.7	1.0000000	0	0.0000000	0	0	0.001852	0.00	0.00	#N/A	0	0	13.52929276	0.00	1.00	0	0	0	1.00
IE	Ireland	1987	29.7	13.1	13.1	1.0000000	0	0.0000000	0	0	0.001811	0.00	0.00	#N/A	0	0	11.00012704	0.00	0.84	0	0	0	0.84
IE	Ireland	1988	29.1	13.2	13.2	1.0000000	0	0.0000000	0	0	0.001814	0.00	0.00	#N/A	0	0	12.15257146	0.00	0.92	0	0	0	0.92
IE	Ireland	1989	29.8	13.8	13.8	1.0000000	0	0.0000000	0	0	0.001864	0.00	0.00	#N/A	0	0	12.11205049	0.00	0.88	0	0	0	0.88
IE	Ireland	1990	31	14.5	14.5	1.0000000	0	0.0000000	0	0	0.001848	0.00	0.00	#N/A	0	0	13.46887427	0.00	0.93	0	0	0	0.93
