iso	name	year	carbon	electricity	non_renewables	percent_generation_non_renewables	renewables	percent_generation_renewables	geo_biomass	percent_generation_biomass	solar_potential	percentage_solar_potential	percentage_solar_potential_vs_total	solar_capacity	solar_generation	percent_generation_solar	wind_potential	percentage_wind_potential	percentage_wind_potential_vs_total	wind_capacity	wind_generation	percent_generation_wind	percentage_total_potential_vs_total
ES	Spain	2003	338.4	260.7	245.4	0.9413119	15.3	0.0586881	3.18	0.01219792865	1.649996	0.02	0.01	22	0.04	0.0001534330648	11.86601967	1.00	0.05	12.1	12.1	0.04641350211	0.05
ES	Spain	2004	359.5	280	260.91	0.9318214	19.09	0.0681786	3.33	0.01189285714	1.693771	0.04	0.01	33	0.06	0.0002142857143	11.39295652	1.00	0.04	15.7	15.7	0.05607142857	0.05
ES	Spain	2005	373	294.1	270.23	0.9188371	23.87	0.0811629	2.65	0.009010540632	1.757578	0.02	0.01	52	0.04	0.0001360081605	11.01696574	1.00	0.04	21.2	21.2	0.07208432506	0.04
ES	Spain	2006	366.9	299.5	273.31	0.9125543	26.19	0.0874457	2.77	0.009248747913	1.675019	0.07	0.01	141	0.12	0.0004006677796	10.76130406	1.00	0.04	23.3	23.3	0.07779632721	0.04
ES	Spain	2007	378.7	305.1	274.13	0.8984923	30.97	0.1015077	2.9	0.009505080302	1.713602	0.30	0.01	505	0.51	0.001671583088	11.25963183	1.00	0.04	27.6	27.6	0.09046214356	0.04
ES	Spain	2008	352.3	313.8	275.02	0.8764181	38.78	0.1235819	3.26	0.01038878266	0.164689	1.00	0.00	3445	2.58	0.008221797323	11.29739282	1.00	0.04	32.9	32.9	0.1048438496	0.04
ES	Spain	2009	314.4	296.3	248.94	0.8401620	47.36	0.1598380	3.41	0.01150860614	1.723152	1.00	0.01	3705	6.07	0.02048599393	11.51625759	1.00	0.04	37.9	37.9	0.1279109011	0.04
ES	Spain	2010	298.7	300.4	245.84	0.8183755	54.56	0.1816245	3.82	0.01271637816	1.651124	1.00	0.01	4605	7.06	0.02350199734	12.01957895	1.00	0.04	43.7	43.7	0.1454727031	0.05
ES	Spain	2011	308.8	291.8	236.17	0.8093557	55.63	0.1906443	4.52	0.01549006169	1.740431	1.00	0.01	5432	8.68	0.02974640164	10.21051042	1.00	0.03	42.4	42.4	0.1453050034	0.04
ES	Spain	2012	307.2	297.6	231.19	0.7768481	66.41	0.2231519	4.98	0.01673387097	1.760893	1.00	0.01	6569	11.97	0.04022177419	11.25894824	1.00	0.04	49.5	49.5	0.1663306452	0.04
ES	Spain	2013	275.9	285.3	211.13	0.7400280	74.17	0.2599720	5.29	0.01854188573	1.640752	1.00	0.01	6994	13.11	0.04595162986	12.97267299	1.00	0.05	55.8	55.8	0.1955835962	0.05
ES	Spain	2014	273.6	278.8	207.7	0.7449785	71.1	0.2550215	5.41	0.0194045911	1.683661	1.00	0.01	7001	13.67	0.04903156385	11.80836744	1.00	0.04	52	52	0.1865136298	0.05
ES	Spain	2015	289.2	281	212.05	0.7546263	68.95	0.2453737	5.76	0.02049822064	1.726988	1.00	0.01	7008	13.86	0.04932384342	10.74548498	1.00	0.04	49.3	49.3	0.1754448399	0.04
SE	Sweden	1986	85.1	138.7	136.71	0.9856525	1.99	0.0143475	1.98	0.01427541456	0.676771	0.00	0.00	#N/A	0	0	80.03539387	0.00	0.58	0.01	0.01	0.00007209805335	0.58
SE	Sweden	1987	74.3	146.6	144.63	0.9865621	1.97	0.0134379	1.96	0.01336971351	0.646145	0.00	0.00	#N/A	0	0	70.30335437	0.00	0.48	0.01	0.01	0.00006821282401	0.48
SE	Sweden	1988	69.9	146.2	144.15	0.9859781	2.05	0.0140219	2.04	0.01395348837	0.655252	0.00	0.00	#N/A	0	0	75.44241623	0.00	0.52	0.01	0.01	0.0000683994528	0.52
SE	Sweden	1989	67.4	143.1	140.91	0.9846960	2.19	0.0153040	2.19	0.01530398323	0.675918	0.00	0.00	#N/A	0	0	79.54340519	0.00	0.56	0.01	0.01	0.00006988120196	0.56
SE	Sweden	1990	67.6	146.5	144.55	0.9866894	1.95	0.0133106	1.94	0.01324232082	0.661266	0.00	0.00	#N/A	0	0	84.14729635	0.00	0.57	0.01	0.01	0.00006825938567	0.58
SE	Sweden	1991	60	147.4	145.53	0.9873134	1.87	0.0126866	1.86	0.01261872456	0.653625	0.00	0.00	#N/A	0	0	74.93453329	0.00	0.51	0.01	0.01	0.00006784260516	0.51
SE	Sweden	1992	61.8	146.4	144.36	0.9860656	2.04	0.0139344	2.01	0.0137295082	0.697046	0.00	0.00	#N/A	0	0	80.52197314	0.00	0.55	0.03	0.03	0.0002049180328	0.55
SE	Sweden	1993	61.3	145.8	143.58	0.9847737	2.22	0.0152263	2.17	0.01488340192	0.665024	0.00	0.00	#N/A	0	0	83.96956595	0.00	0.58	0.1	0.1	0.0006858710562	0.58
SE	Sweden	1994	64.6	143	140.69	0.9838462	2.31	0.0161538	2.23	0.01559440559	0.709667	0.00	0.00	#N/A	0	0	79.26894076	0.00	0.55	0.1	0.1	0.0006993006993	0.56
SE	Sweden	1995	61.9	148.4	145.94	0.9834232	2.46	0.0165768	2.35	0.01583557951	0.663391	0.00	0.00	#N/A	0	0	83.83723695	0.00	0.56	0.1	0.1	0.0006738544474	0.57
SE	Sweden	1996	67.1	140.6	138.34	0.9839260	2.26	0.0160740	2.12	0.01507823613	0.669428	0.00	0.00	2	0	0	68.67034735	0.00	0.49	0.1	0.1	0.0007112375533	0.49
SE	Sweden	1997	61.5	149.4	146.42	0.9800535	2.98	0.0199465	2.77	0.01854082999	0.727127	0.00	0.00	2	0	0	73.93105223	0.00	0.49	0.2	0.2	0.001338688086	0.50
SE	Sweden	1998	68.7	159	155.91	0.9805660	3.09	0.0194340	2.78	0.01748427673	0.591456	0.00	0.00	2	0	0	79.20191161	0.00	0.50	0.3	0.3	0.001886792453	0.50
SE	Sweden	1999	65.5	155.2	152.14	0.9802835	3.06	0.0197165	2.7	0.01739690722	0.660814	0.00	0.00	3	0	0	74.73386474	0.01	0.48	0.4	0.4	0.002577319588	0.49
SE	Sweden	2000	57.9	145.6	141.04	0.9686813	4.56	0.0313187	4.1	0.02815934066	0.653716	0.00	0.00	3	0	0	76.18828527	0.01	0.52	0.5	0.5	0.003434065934	0.53
SE	Sweden	2001	59.4	161.6	157.34	0.9736386	4.26	0.0263614	3.78	0.02339108911	0.661618	0.00	0.00	3	0	0	70.73440099	0.01	0.44	0.5	0.5	0.003094059406	0.44
SE	Sweden	2002	60.1	146.7	141.91	0.9673483	4.79	0.0326517	4.18	0.0284935242	0.707713	0.00	0.00	3	0	0	73.5329083	0.01	0.50	0.6	0.6	0.00408997955	0.51
SE	Sweden	2003	64.6	135.4	130.21	0.9616691	5.19	0.0383309	4.51	0.03330871492	0.700056	0.00	0.01	4	0	0	70.29601949	0.01	0.52	0.7	0.7	0.005169867061	0.52
SE	Sweden	2004	62.2	152.5	144.45	0.9472131	8.05	0.0527869	7.2	0.04721311475	0.680563	0.00	0.00	4	0	0	74.80274941	0.01	0.49	0.9	0.9	0.005901639344	0.49
SE	Sweden	2005	60.7	159.1	150.66	0.9469516	8.44	0.0530484	7.49	0.04707730987	0.681501	0.00	0.00	4	0	0	72.70955779	0.01	0.46	0.9	0.9	0.00565681961	0.46
SE	Sweden	2006	61.7	143.3	133.95	0.9347523	9.35	0.0652477	8.36	0.05833914864	0.664696	0.00	0.00	5	0	0	68.2681327	0.01	0.48	1	1	0.006978367062	0.48
SE	Sweden	2007	59.2	148.7	137.43	0.9242098	11.27	0.0757902	9.84	0.0661735037	0.065546	0.00	0.00	6	0	0	78.44196604	0.02	0.53	1.4	1.4	0.009414929388	0.53
SE	Sweden	2008	56.1	149.7	137.36	0.9175685	12.34	0.0824315	10.34	0.06907147629	0.660663	0.00	0.00	8	0	0	76.65094173	0.03	0.51	2	2	0.01336005344	0.52
SE	Sweden	2009	53.4	136.7	122.75	0.8979517	13.95	0.1020483	11.46	0.08383321141	0.674631	0.01	0.00	9	0.01	0.00007315288954	67.55877253	0.04	0.49	2.5	2.5	0.01828822238	0.50
SE	Sweden	2010	56.7	148.3	132.6	0.8941335	15.7	0.1058665	12.19	0.0821982468	0.669543	0.01	0.00	11	0.01	0.00006743088334	66.53439901	0.05	0.45	3.5	3.5	0.02360080917	0.45
SE	Sweden	2011	52	151.2	133.57	0.8833995	17.63	0.1166005	11.54	0.07632275132	0.696618	0.01	0.00	12	0.01	0.00006613756614	81.08156389	0.08	0.54	6.1	6.1	0.04034391534	0.54
SE	Sweden	2012	49.2	166.3	146.92	0.8834636	19.38	0.1165364	12.19	0.07330126278	0.637916	0.03	0.00	24	0.02	0.0001202645821	76.39371914	0.09	0.46	7.2	7.2	0.04329524955	0.46
SE	Sweden	2013	48	153.2	131.87	0.8607702	21.33	0.1392298	11.45	0.07473890339	0.696909	0.06	0.00	43	0.04	0.0002610966057	71.53096635	0.14	0.47	9.8	9.8	0.06396866841	0.47
SE	Sweden	2014	46.2	153.7	131.72	0.8569941	21.98	0.1430059	10.7	0.06961613533	0.672396	0.07	0.00	60	0.05	0.0003253090436	73.29356021	0.15	0.48	11.2	11.2	0.07286922576	0.48
SE	Sweden	2015	46.4	162.1	134.97	0.8326342	27.13	0.1673658	10.77	0.06644046885	0.671499	0.15	0.00	104	0.1	0.0006169031462	87.76957207	0.19	0.54	16.3	16.3	0.1005552128	0.55
GB	UK	1986	588.3	301.1	301.1	1.0000000	0	0.0000000	0	0	3.177866	0.00	0.01	#N/A	0	0	1411.439923	0.00	1.00	0	0	0	1.00
GB	UK	1987	591.7	302.1	302.1	1.0000000	0	0.0000000	0	0	0.303802	0.00	0.00	#N/A	0	0	1146.116805	0.00	1.00	0	0	0	1.00
GB	UK	1988	591.3	308.8	308.8	1.0000000	0	0.0000000	0	0	3.132935	0.00	0.01	#N/A	0	0	1296.185247	0.00	1.00	0	0	0	1.00
GB	UK	1989	581.9	314.6	314.59	0.9999682	0.01	0.0000318	0	0	3.331673	0.00	0.01	#N/A	0	0	1228.416956	0.00	1.00	0.01	0.01	0.00003178639542	1.00
GB	UK	1990	593	319.7	319.1	0.9981232	0.6	0.0018768	0.6	0.001876759462	3.302279	0.00	0.01	#N/A	0	0	1384.615486	0.00	1.00	0.01	0.01	0.00003127932437	1.00
GB	UK	1991	602.8	322.9	322.2	0.9978321	0.7	0.0021679	0.69	0.002136884484	0.315189	0.00	0.00	#N/A	0	0	1192.690956	0.00	1.00	0.01	0.01	0.00003096934035	1.00
GB	UK	1992	584.7	321	320.03	0.9969782	0.97	0.0030218	0.93	0.002897196262	3.236162	0.00	0.01	#N/A	0	0	1297.318019	0.00	1.00	0.03	0.03	0.00009345794393	1.00
GB	UK	1993	570.5	323.1	321.68	0.9956051	1.42	0.0043949	1.2	0.003714020427	3.015612	0.00	0.01	#N/A	0	0	1265.37289	0.00	1.00	0.2	0.2	0.0006190034045	1.00
GB	UK	1994	556.4	326.6	324.74	0.9943050	1.86	0.0056950	1.52	0.004654011023	3.121411	0.00	0.01	#N/A	0	0	1368.168681	0.00	1.00	0.3	0.3	0.0009185548071	1.00
GB	UK	1995	553.3	337.4	335.37	0.9939834	2.03	0.0060166	1.64	0.004860699467	3.411157	0.00	0.01	#N/A	0	0	1290.626114	0.00	1.00	0.4	0.4	0.001185536455	1.00
GB	UK	1996	573.4	350.9	348.61	0.9934739	2.29	0.0065261	1.8	0.005129666572	3.097574	0.00	0.01	0	0	0	1239.418204	0.00	1.00	0.5	0.5	0.001424907381	1.00
GB	UK	1997	554.6	350.7	347.92	0.9920730	2.78	0.0079270	2.11	0.006016538352	3.201323	0.00	0.01	0	0	0	1156.149635	0.00	1.00	0.7	0.7	0.001996007984	1.00
GB	UK	1998	556.1	362.7	359.17	0.9902674	3.53	0.0097326	2.65	0.007306313758	0.301548	0.00	0.00	1	0	0	1364.462969	0.00	1.00	0.9	0.9	0.002481389578	1.00
GB	UK	1999	547	368.2	363.92	0.9883759	4.28	0.0116241	3.43	0.009315589354	3.257466	0.00	0.01	1	0	0	1316.676508	0.00	1.00	0.9	0.9	0.002444323737	1.00
GB	UK	2000	563	377.1	372.27	0.9871917	4.83	0.0128083	3.88	0.010289048	0.311193	0.00	0.00	2	0	0	1288.274744	0.00	1.00	0.9	0.9	0.002386634845	1.00
GB	UK	2001	574.3	384.8	379.31	0.9857328	5.49	0.0142672	4.53	0.01177234927	3.225718	0.00	0.01	3	0	0	1191.000299	0.00	1.00	1	1	0.002598752599	1.00
GB	UK	2002	553.9	387.2	380.86	0.9836260	6.34	0.0163740	5.08	0.01311983471	3.136443	0.00	0.01	4	0	0	1226.938392	0.00	1.00	1.3	1.3	0.003357438017	1.00
GB	UK	2003	563.9	398.2	390.74	0.9812657	7.46	0.0187343	6.17	0.01549472627	3.518319	0.00	0.01	6	0	0	1177.465331	0.00	1.00	1.3	1.3	0.00326469111	1.00
GB	UK	2004	569.3	393.9	384.59	0.9763646	9.31	0.0236354	7.36	0.01868494542	3.190569	0.00	0.01	8	0	0	1213.070137	0.00	1.00	1.9	1.9	0.004823559279	1.00
GB	UK	2005	576.3	398.4	386.38	0.9698293	12.02	0.0301707	9.1	0.02284136546	3.138357	0.00	0.01	11	0.01	0.00002510040161	1250.747381	0.00	1.00	2.9	2.9	0.007279116466	1.00
GB	UK	2006	579.9	397.3	383.78	0.9659703	13.52	0.0340297	9.28	0.02335766423	3.160811	0.00	0.01	14	0.01	0.0000251698968	1235.233208	0.00	1.00	4.2	4.2	0.01057135666	1.00
GB	UK	2007	570.2	396.8	382.19	0.9631804	14.61	0.0368196	9.32	0.02348790323	3.262851	0.00	0.01	18	0.01	0.0000252016129	1233.827216	0.00	1.00	5.3	5.3	0.01335685484	1.00
GB	UK	2008	562.8	388.9	372.14	0.9569041	16.76	0.0430959	9.65	0.02481357675	3.077661	0.01	0.01	23	0.02	0.00005142710208	1340.357912	0.01	1.00	7.1	7.1	0.01825662124	1.00
GB	UK	2009	516.1	376.8	356.78	0.9468684	20.02	0.0531316	10.71	0.02842356688	3.236152	0.01	0.01	27	0.02	0.00005307855626	1229.064424	0.01	1.00	9.3	9.3	0.02468152866	1.00
GB	UK	2010	532.6	382.1	359.51	0.9408794	22.59	0.0591206	12.26	0.0320858414	3.286454	0.01	0.01	95	0.04	0.0001046846375	1090.680689	0.01	1.00	10.3	10.3	0.02695629416	1.00
GB	UK	2011	495	368	338.48	0.9197826	29.52	0.0802174	13.31	0.03616847826	3.306667	0.07	0.01	1000	0.24	0.000652173913	1273.979692	0.01	1.00	16	16	0.04347826087	1.00
GB	UK	2012	511.8	363.9	327.96	0.9012366	35.94	0.0987634	14.74	0.04050563342	3.075152	0.44	0.01	1753	1.35	0.003709810387	1205.602632	0.02	1.00	19.8	19.8	0.05441055235	1.00
GB	UK	2013	498.4	358.3	309.79	0.8646107	48.51	0.1353893	18.1	0.0505163271	3.013848	0.67	0.01	2937	2.01	0.00560982417	1254.063187	0.02	1.00	28.4	28.4	0.07926318727	1.00
GB	UK	2014	457.3	338.1	279.47	0.8265898	58.63	0.1734102	22.62	0.06690328305	3.261969	1.00	0.01	5528	4.05	0.01197870453	1208.889304	0.03	1.00	32	32	0.09464655427	1.00
GB	UK	2015	438.4	338.9	261.83	0.7725878	77.07	0.2274122	29.26	0.08633815285	3.261014	1.00	0.01	9601	7.53	0.02221894364	1349.045162	0.03	1.00	40.3	40.3	0.118914134	1.00
EU	Europe	1986	4055.3	2340.9	2328.46	18.87783103	12.44	0.1221689709	12.3	0.1178760936	38.79006	0.00	0.02	#N/A	0	0	5741.651028	0.00	1.00	0.11	0.11	0.0033188513	1.00
EU	Europe	1987	4099.9	2418.8	2406.57	18.88640648	12.23	0.1135935193	12.04	0.1076048659	36.152295	0.00	0.01	#N/A	0	0	5045.424773	0.00	1.00	0.22	0.22	0.007005602548	1.00
EU	Europe	1988	4065.4	2477	2463.84	18.87552753	13.16	0.1244724742	12.83	0.1137689803	42.374997	0.00	0.02	#N/A	0	0	5844.66445	0.00	1.00	0.35	0.35	0.0112028378	1.00
EU	Europe	1989	4091.7	2537.3	2524.12	18.86969643	13.18	0.1303035746	12.67	0.111319888	38.445437	0.00	0.02	#N/A	0.01	0.00006798096533	5074.153291	0.00	1.00	0.49	0.49	0.01811222443	1.00
EU	Europe	1990	4026.9	2550.1	2531.17	18.76821143	18.93	0.2317885657	18.14	0.2069781661	40.314898	0.00	0.02	#N/A	0.01	0.00006583278473	5833.213324	0.00	1.00	0.84	0.84	0.02495601013	1.00
EU	Europe	1991	3986.8	2590.3	2570.6	18.77308351	19.7	0.2269164869	18.71	0.2048347834	37.50196	0.00	0.01	#N/A	0.02	0.0001092298974	5065.674134	0.00	1.00	0.95	0.95	0.02107535754	1.00
EU	Europe	1992	3885.7	2598.3	2576.85	18.74569932	21.45	0.2543006848	19.87	0.2197506771	36.696056	0.00	0.01	#N/A	0.02	0.0001072206372	5576.565463	0.00	1.00	1.49	1.49	0.03312809083	1.00
EU	Europe	1993	3831.2	2610.2	2586.14	18.72243577	24.06	0.2775642271	21.75	0.2390519678	41.585244	0.00	0.02	#N/A	0.02	0.0001086588136	5613.729993	0.00	1.00	2.29	2.29	0.03807345208	1.00
EU	Europe	1994	3786.8	2644.1	2618.35	18.72793874	25.75	0.2720612599	22.77	0.2336973855	35.615661	0.00	0.01	#N/A	0.03	0.0001238668115	5895.584197	0.00	1.00	2.91	2.91	0.03755554819	1.00
EU	Europe	1995	3838.7	2728.7	2699.87	18.69865171	28.83	0.3013482914	24.9	0.2559569681	42.907362	0.00	0.02	#N/A	0.04	0.0001797255887	5709.83294	0.00	1.00	3.9	3.9	0.04562219033	1.00
EU	Europe	1996	3953.5	2798.9	2768.91	18.72376545	29.99	0.2762345536	25.12	0.237180516	30.066213	0.00	0.01	#N/A	0.03	0.0001162993838	4925.612105	0.00	1.00	4.74	4.74	0.03777019712	1.00
EU	Europe	1997	3886.5	2822.3	2785.23	18.64544112	37.07	0.3545588753	29.72	0.2869677746	42.730117	0.00	0.02	#N/A	0.05	0.0001682560747	5069.813772	0.00	1.00	7.34	7.34	0.06937378841	1.00
EU	Europe	1998	3911	2888	2842.96	18.57811577	45.04	0.421884227	33.81	0.3130030997	38.550108	0.00	0.01	#N/A	0.08	0.0002512288194	5996.316482	0.00	1.00	11.2	11.2	0.1105068621	1.00
EU	Europe	1999	3867.3	2926.9	2877.37	18.5556059	49.53	0.4443941005	35.25	0.3130015313	39.786022	0.00	0.01	#N/A	0.08	0.0003392791135	5690.968208	0.00	1.00	14.21	14.21	0.1314182739	1.00
EU	Europe	2000	3863.3	3020.7	2958.88	18.46871883	61.82	0.5312811689	39.32	0.3336565421	39.699456	0.00	0.01	#N/A	0.13	0.0004647650457	5629.574174	0.00	1.00	22.41	22.41	0.1967761846	1.00
EU	Europe	2001	3927.4	3073	3004.46	18.44986635	68.54	0.5501336548	41.57	0.3327061983	41.296248	0.00	0.01	#N/A	0.16	0.0006598723844	5272.876938	0.01	1.00	26.98	26.98	0.2181676471	1.00
EU	Europe	2002	3910.9	3097.7	3013.86	18.37612719	83.84	0.6238728069	47.27	0.3703190446	34.374433	0.01	0.01	#N/A	0.26	0.000930244754	5472.231331	0.01	1.00	36.54	36.54	0.2560566126	1.00
EU	Europe	2003	4009.1	3159.3	3059.82	18.32872482	99.48	0.6712751776	54.66	0.3874854978	41.579076	0.01	0.01	#N/A	0.44	0.001477364799	4828.866337	0.01	1.00	44.5	44.5	0.2849207834	1.00
EU	Europe	2004	4029.5	3227.2	3102.09	18.14384934	125.11	0.8561506644	65.3	0.4746714025	41.853326	0.02	0.01	#N/A	0.72	0.001929910744	5284.97209	0.01	1.00	59.01	59.01	0.3805315885	1.00
EU	Europe	2005	4023.3	3282.7	3135.54	17.9502534	147.16	1.049746604	74.9	0.5727888998	41.35053	0.03	0.01	#N/A	1.43	0.003003023406	4982.793022	0.01	1.00	70.72	70.72	0.4731482712	1.00
EU	Europe	2006	4059.6	3310.6	3141.69	17.90756475	168.91	1.092435245	83.75	0.5807461324	29.86568	0.08	0.01	#N/A	2.48	0.00504337057	5174.107859	0.02	1.00	82.76	82.76	0.5065386358	1.00
EU	Europe	2007	3994	3335.8	3135.08	17.7252663	200.72	1.274733698	92.18	0.6212168031	43.739187	0.09	0.01	#N/A	3.76	0.007964032798	5713.931601	0.02	1.00	104.75	104.75	0.6455189446	1.00
EU	Europe	2008	3920.1	3347.8	3118.97	17.53663736	228.83	1.463362639	101.67	0.6908505765	39.627995	0.19	0.01	#N/A	7.42	0.01822324715	5535.10377	0.02	1.00	119.71	119.71	0.7528952586	1.00
EU	Europe	2009	3634.7	3177	2919.08	17.333543	257.92	1.666457002	110.92	0.75853548	43.015367	0.33	0.01	#N/A	14.01	0.04131862631	5057.965027	0.03	1.00	133.01	133.01	0.8670497711	1.00
EU	Europe	2010	3717.1	3306.3	3008.71	17.15063952	297.59	1.849360477	125.79	0.8329571386	37.280667	0.60	0.01	#N/A	22.5	0.06488991881	4732.094216	0.03	1.00	149.3	149.3	0.9516207237	1.00
EU	Europe	2011	3596.4	3249.2	2891.41	16.74653128	357.79	2.253468716	133.85	0.8925839886	40.871019	1.00	0.01	#N/A	43.88	0.1365947251	5190.988716	0.03	1.00	180.3	180.3	1.226750619	1.00
EU	Europe	2012	3547.5	3266.6	2844.48	16.34698549	422.12	2.653014506	147.27	0.9713871003	43.924174	1.00	0.01	#N/A	68.37	0.2462474219	5219.740864	0.04	1.00	206.6	206.6	1.438538017	1.00
EU	Europe	2013	3463.8	3224.2	2748.75	16.01643364	475.45	2.983566355	155.49	0.9880757527	41.20772	1.00	0.01	#N/A	82.77	0.3566366117	4988.523786	0.05	1.00	237.1	237.1	1.636883757	1.00
EU	Europe	2014	3266.2	3154.9	2644.18	15.70887837	510.72	3.291121631	164.46	1.048292153	38.851996	1.00	0.01	#N/A	94.17	0.4234069727	4876.203739	0.05	1.00	252	252	1.818389835	1.00
EU	Europe	2015	3309.2	3213.9	2631.17	15.30564214	582.73	3.694357856	175.91	1.086714861	39.472805	1.00	0.01	#N/A	104.41	0.4683315029	5445.330088	0.06	1.00	302.3	302.3	2.138781722	1.00
